skill,score,digital_assign,mod,lv.mod,ht_df,order
Blogging software,97.53984739161817,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Blood collection tubes,25.6494733747416,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Blood gas analyzers,207.0090408376644,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Blood gas machines,222.17400090205584,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Blood glucose monitors,210.08190658295626,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Blood irradiators,197.8849904859856,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Blood pressure cuffs,228.91726375183072,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Blood pressure monitors,154.14113146748977,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Blood tubes,97.5371369068896,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Blow dryers,419.2990635260821,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Blow molding machines,332.4188122439976,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Blown film extruders,339.56883325176403,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Blueprint Reading,287.00339676672985,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boat trailers,301.1749029301413,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bobbins,416.97738267830067,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Bobcats,394.27550125120587,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Body armor,141.26099692165369,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Body harnesses,309.289002184403,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Body lotions,174.567175962041,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Boilers,293.741583511949,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bolsters,227.2809641663454,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Bolt action rifles,161.852069357129,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bolt cutters,292.51200157484357,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bookkeeping software,157.3709143831611,1,General office,Workforce digital skills,Non-High-tech skills,1
Bookmobiles,255.729213540597,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Boom boats,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boom lifts,310.3774283771558,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boom trucks,328.14383165811074,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bore gauges,228.09913962014164,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boring heads,203.28884580541,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boring machines,226.875425411116,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Boring mills,230.25888415290274,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bowling balls,382.0274886887733,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Boxing gloves,332.360068340421,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Bracing equipment,341.94302984927265,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Braiders,444.88302952519336,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Braille materials,95.0850970860898,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Brainworks,138.04538032444475,1,Communication and interaction,Design & marketing skills,Non-High-tech skills,1
Brake presses,327.5400224163968,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Branding equipment,337.359236391611,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brazers,430.5927853750576,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Braziers,456.146250800077,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brazing equipment,181.50869208927725,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brazing machines,429.4889140548237,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brazing tools,351.50718655123455,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brazing torches,316.895902341414,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bread slicers,295.4140661094296,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Breast pumps,198.3166089902227,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Breath alcohol testers,180.54338127586954,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Breathalyzers,217.3600197910669,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Brick ovens,347.71671351055886,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Brick splitters,452.554362480555,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Bridge cranes,301.0690363540108,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bridge design software,135.409994191981,1,General office,Workforce digital skills,Non-High-tech skills,1
Bridge plates,344.212029562176,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
BrightEdge,103.50495079496801,1,Business and management,Design & marketing skills,Non-High-tech skills,1
Broaches,281.46752714321764,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Broaching machines,203.94863561670482,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brokerage software,117.93009935332672,1,General office,Workforce digital skills,Non-High-tech skills,1
Bronchoscopes,212.3373726671235,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Brush chippers,373.9789092609041,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brush cutters,319.0204939356238,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brush cutting equipment,318.73220217227697,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brush mowers,306.376375252848,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Brush trimmers,424.80581837874354,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bucket attachments,436.287360970677,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bucket lifts,134.334829608066,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bucket loaders,333.13159427060435,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bucket machines,207.406332371201,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bucket trucks,266.0894517646027,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Budget monitoring systems,153.92554167661572,1,General office,Workforce digital skills,Non-High-tech skills,1
Budgeting,161.38403833438514,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Budgeting software,124.5773333771044,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Buffing machines,431.53695948643195,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Buffing wheels,318.2099257270331,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Building Automation Systems (BAS),228.02211868239613,1,Trades,Workforce digital skills,Non-High-tech skills,1
Building Information Modeling (BIM),75.65015362775485,1,General office,Industrial modelling & geospatial skills,Non-High-tech skills,1
Building alarm systems,189.61284576923808,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Building automation software,232.6599600296298,1,Trades,Workforce digital skills,Non-High-tech skills,1
Building management system software,39.35018632935787,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
Bulk carriers,255.25841340418364,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Bull floats,322.5798499369249,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bull pins,443.99809852044746,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Bullhorn Applicant Tracking System,211.080115161749,1,General office,Workforce digital skills,Non-High-tech skills,1
Bunker rakes,386.9468740715079,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Buoyancy control devices,169.717826065506,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Burner management systems,248.0809763385231,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Burs,292.58074730813365,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Business Development,144.18555743890983,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Business Planning,134.7707426824461,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Business Strategy,123.85776028237872,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Business Valuation,99.06099073447176,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Business accounting software,150.67808548783552,1,General office,Workforce digital skills,Non-High-tech skills,1
Business continuity software,23.012620613483843,1,Business and management,Software/product dev & data skills,Non-High-tech skills,1
Business management software,130.8150292621503,1,General office,Workforce digital skills,Non-High-tech skills,1
Business-to-Business (B2B),159.66259086228445,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Business-to-Consumer (B2C),134.40895730716784,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Butterfly needles,157.4521713479158,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Button machines,382.46266212185446,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Buttonhole makers,454.600690081245,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
CATIA,88.48168192156406,1,Communication and interaction,Industrial modelling & geospatial skills,Non-High-tech skills,1
CATIA V5,82.00874228841141,1,Communication and interaction,Industrial modelling & geospatial skills,Non-High-tech skills,1
CNC Machining,232.65771380143102,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
CNC Mastercam,95.15482207574095,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
CNC Software Mastercam,120.25551340435604,1,Trades,Industrial modelling & geospatial skills,Non-High-tech skills,1
CO2 monitors,252.5664588380498,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
COSO,89.45206510729975,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
CPR,277.59844817550953,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
CSA National and Multilateral Instruments,151.3695024400384,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cabin management systems,122.13798617019938,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Cable crimpers,339.08343194600076,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cable cutters,173.15405675124407,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cable plows,389.5424462086261,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cable reels,169.31552790953918,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cable strippers,265.1086043943008,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cable testers,61.084361090119025,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Cable trees,336.1995606194585,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cable winches,350.46476293814703,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Cake decorating tools,387.1691857205111,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Cake rings,395.79611015107196,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Calendar and scheduling software,155.9527692401028,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Calendar management software,163.93673605784488,1,General office,Workforce digital skills,Non-High-tech skills,1
Calendar software,160.92208673869985,1,General office,Workforce digital skills,Non-High-tech skills,1
Calibration software,92.67840230008044,1,Trades,Workforce digital skills,Non-High-tech skills,1
Calipers,263.72362626653023,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Camera control units,36.239361563952336,1,Communication and interaction,Design & marketing skills,Non-High-tech skills,1
Camera lenses,280.6410091811096,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
