skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
CST Microwave Studio,4,2,981,Technologies,Computer aided design CAD software,3,12.485549132948,1
Cable testers,3,2,798,Tools and Equipment,Miscellaneous or unclassified,46,61.084361090119025,0
Cadence Allegro PCB Designer,2,3,1634,Technologies,Computer aided design CAD software,3,84.7704955745783,0
Cadence OrCAD,2,3,1394,Technologies,Computer aided design CAD software,37,18.69292036631922,0
Calendar and scheduling software,1,1,557,Technologies,Calendar and scheduling software,12,155.9527692401028,0
Calendar management software,1,1,476,Technologies,Calendar and scheduling software,33,163.93673605784488,0
Calendar software,1,1,142,Technologies,Calendar and scheduling software,217,160.92208673869985,0
Calibration software,1,1,207,Technologies,Analytical or scientific software,61,92.67840230008044,0
Call center software,1,1,244,Technologies,Helpdesk or call center software,176,125.87320385093321,0
Call tracking software,3,3,1707,Technologies,Helpdesk or call center software,202,92.74565742902435,0
Call-processing language CPL,2,3,1569,Technologies,Development environment software,106,198.49625699120378,0
Camera control units,5,4,2113,Tools and Equipment,Miscellaneous or unclassified,10,36.239361563952336,0
Campaign Monitor,5,4,2030,Technologies,Desktop publishing software,273,115.95472445685499,0
Candidate tracking software,1,1,401,Technologies,Human resources software,22,150.65472608529518,0
Capacity planning software,1,1,461,Technologies,Requirements analysis and system architecture software,5,126.44694853544853,0
Career Cruising,1,1,301,Technologies,Data base user interface and query software,104,136.33404476547312,0
Career Zone,1,1,483,Technologies,Data base user interface and query software,31,107.69751570623724,0
Carlson Survey,4,2,937,Technologies,Map creation software,13,30.1322551523291,1
Cascading Style Sheets (CSS),2,3,1042,Technologies,Web platform development software,47346,77.60217617663882,0
Case management software,2,1,649,Technologies,Medical software,988,152.9527361507192,0
Case management system software,1,1,431,Technologies,Data base user interface and query software,14,179.1798924701509,0
CaseWare Working Papers,1,1,198,Technologies,Financial analysis software,112,131.47698110030203,0
Cash flow software,1,1,543,Technologies,Financial analysis software,7,183.163607554797,0
Caterpillar Command,3,3,1799,Technologies,Industrial control software,8,37.07524611202475,0
Ceridian,1,1,109,Technologies,Human resources software,7310,173.84548996138233,0
Cerner Millennium,3,1,659,Technologies,Medical software,560,120.31716851427663,0
Cerner PowerChart,1,1,471,Technologies,Medical software,68,200.32155362547195,0
Cerner ProFile,2,3,1187,Technologies,Medical software,12,108.22487222852743,0
Channel banks,3,3,1817,Tools and Equipment,Miscellaneous or unclassified,13,10.1902037748455,0
Character Studio,5,4,2010,Technologies,Graphics or photo imaging software,74,56.360519139211924,0
Charting software,5,4,1987,Technologies,Charting software,3729,278.91238592675177,0
Chat software,1,1,214,Technologies,Network conferencing software,173,125.04898492502774,0
Check Point Next Generation Firewalls (NGFW),3,3,1850,Technologies,Network security and virtual private network VPN equipment software,301,31.272573122807096,0
Check Point Next Generation Secure Web Gateway,2,3,1641,Technologies,Transaction security and virus protection software,3,3.38931297709924,0
Chip design software,2,3,1246,Technologies,Computer aided design CAD software,25,21.408035396566795,0
ChiroTouch,1,1,630,Technologies,Medical software,2,174.567175962041,0
Chrome River Expense,1,1,629,Technologies,Accounting software,4,32.0006309894704,0
Cimatron,4,2,902,Technologies,Computer aided manufacturing CAM software,71,256.63662676552184,1
Circuit simulation software,4,3,1877,Technologies,Analytical or scientific software,24,35.00975125289333,1
Circuit testers,2,3,1272,Tools and Equipment,Miscellaneous or unclassified,142,61.27564066721063,0
Cisco,3,3,1662,Technologies,Networking and telecommunications,21002,50.87507024732876,0
Cisco AnyConnect,3,3,1706,Technologies,Access software,164,41.62901091324573,0
Cisco Systems CiscoWorks,3,3,1800,Technologies,Administration software,14,20.1241501625776,0
Cisco Systems VPN Client,3,3,1759,Technologies,Network security or virtual private network VPN management software,95,40.88417643821567,0
Cisco Systems WebEx,1,1,80,Technologies,Video conferencing software,7357,121.42277840536705,0
Citrix,3,3,1670,Technologies,Access software,7394,59.04904970373179,0
Citrix GoToMeeting,3,1,651,Technologies,Video conferencing software,508,115.85869600388982,0
Citrix XenApp,3,3,1716,Technologies,Application server software,960,31.021433358534395,0
CityWorks,4,2,985,Technologies,Enterprise resource planning ERP software,130,136.45097579207223,1
Clarizen,3,1,656,Technologies,Project management software,180,109.48222113223788,0
Classification Web,1,1,547,Technologies,Information retrieval or search software,6,139.7615917437895,0
ClearEDGE,4,1,681,Technologies,Data base user interface and query software,29,147.7680521722475,1
Client System,3,3,1712,Technologies,Medical software,482,128.24132263626691,0
Client assessment software,4,2,877,Technologies,Analytical or scientific software,3,198.276774354962,1
Client databases,1,1,152,Technologies,Data base user interface and query software,1546,133.59762735512774,0
Client information databases,1,1,326,Technologies,Data base user interface and query software,432,107.354105429325,0
Client records software,5,4,2110,Technologies,Medical software,33,78.48153213989609,0
Clipper,2,3,1278,Technologies,Development environment software,538,375.83140275258864,0
Closed circuit television CCTV systems,1,1,59,Technologies,Surveillance Systems,17005,169.0431260817031,0
Closed circuit television systems,1,1,327,Tools and Equipment,Miscellaneous or unclassified,51,65.92649009962106,0
Cloud Computing,2,3,1046,Technologies,Cloud Computing,110166,55.389995279121116,0
CloudWorks,2,3,1451,Technologies,Application server software,89,130.03319814164777,0
Cloudera,2,3,1148,Technologies,Big Data,705,23.518179018290258,0
Cloudera Impala,2,3,1606,Technologies,Data base user interface and query software,18,8.30021672149927,0
Clustering software,2,3,1503,Technologies,Clustering software,12,34.06050812202736,0
Coarse wavelength division multiplexing (CWDM),2,3,1417,Technologies,Switch or router software,31,55.76212336787833,0
Code libraries,2,3,1297,Technologies,Development environment software,68,12.714655579891161,0
Code profilers,2,3,1563,Technologies,Program testing software,13,62.460657898716974,0
Coding skills,2,3,1142,Technologies,Object or component oriented development software,4578,44.13941508953857,0
Collaborative application lifecycle management ALM software,2,3,1229,Technologies,Enterprise resource planning ERP software,205,26.08058896368328,0
Color management software,5,4,2115,Technologies,Document management software,11,NA,0
Colorimeters,4,2,926,Tools and Equipment,Miscellaneous or unclassified,29,41.30097076878743,1
Combustible gas meters,3,2,785,Tools and Equipment,Miscellaneous or unclassified,60,74.8253893373068,0
Communications computers,3,5,2158,Tools and Equipment,Miscellaneous or unclassified,6,88.6759329222291,0
CommunityViz,4,2,955,Technologies,Computer aided design CAD software,2,74.09197347887235,1
Compass software,1,1,315,Technologies,Analytical or scientific software,6,142.4056807059405,0
Compilers,2,3,1269,Technologies,Compiler and decompiler software,501,88.43911198090728,0
Complaint management software,1,2,756,Technologies,Customer relationship management CRM software,14,111.94366946767929,0
Complete Clinic,3,2,791,Technologies,Medical software,109,185.606205380574,0
Compliance software,1,1,296,Technologies,Compliance software,296,113.73612826265803,0
Component libraries,2,3,1261,Technologies,Development environment software,174,24.898171334678235,0
Component object model COM software,2,3,1603,Technologies,Object or component oriented development software,3,18.69262318704289,0
Component-based Scalable Logical Architecture (CSLA),4,4,1914,Technologies,Object or component oriented development software,51,121.69517956862639,1
Compounder software,1,1,494,Technologies,Medical software,30,113.10479377031137,0
Computational fluid dynamics CFD software,4,2,874,Technologies,Analytical or scientific software,110,46.884695175500184,1
Computer Assisted Diagnostic Interview CADI software,3,1,673,Technologies,Medical software,19,236.66355557194058,0
Computer aided design CAD software,4,2,807,Technologies,Computer aided design CAD software,16187,51.184061683178555,1
Computer aided design and drafting CADD software,1,1,32,Technologies,Computer aided design CAD software,2761,238.77023971148253,0
Computer aided dispatch software,2,2,777,Technologies,Helpdesk or call center software,23,82.165125842942,0
Computer aided manufacturing CAM software,4,2,840,Technologies,Computer aided manufacturing CAM software,1023,202.41708630572978,1
Computer aided software engineering CASE tools,2,3,1401,Technologies,Object or component oriented development software,200,26.79074685798006,0
Computer assisted design software,4,1,722,Technologies,Computer aided design CAD software,117,110.89429975809212,1
Computer assisted mass appraisal CAMA software,4,2,966,Technologies,Analytical or scientific software,19,137.94999159802362,1
Computer assisted software engineering CASE software,2,3,1135,Technologies,Computer aided design CAD software,3296,115.49243792542364,0
Computer assisted telephone interviewing CATI software,1,1,505,Technologies,Expert system software,11,122.74359118966976,0
Computer based training software,4,4,1933,Technologies,Computer based training software,1,163.496098851589,1
Computer clusters,2,3,1464,Tools and Equipment,Miscellaneous or unclassified,19,30.697927079616434,0
Computer diagnostic software,3,2,794,Technologies,Analytical or scientific software,129,108.1651989126887,0
Computer graphics software,5,4,2012,Technologies,Graphics or photo imaging software,217,114.80135167112303,0
Computer imaging software,3,3,1823,Technologies,Graphics or photo imaging software,17,56.9487764921378,0
Computer integrated manufacturing CIM software,4,2,931,Technologies,Calendar and scheduling software,23,114.46776781090509,1
Computer modeling software,4,4,1926,Technologies,Analytical or scientific software,29,97.75185458726648,1
Computer numerical control CNC editor software,4,2,834,Technologies,Industrial control software,339,130.7176980824594,1
Computer numerical control CNC software,4,2,831,Technologies,Industrial control software,1166,180.35177900840077,1
Computer operating systems,3,3,1677,Technologies,Operating system software,1723,113.52590866081347,0
Computer reservation system CRS software,1,1,29,Technologies,Data base user interface and query software,851,176.15903174489486,0
Computer scanners,1,1,519,Tools and Equipment,Miscellaneous or unclassified,27,290.5200534795725,0
Computer server equipment,3,3,1818,Tools and Equipment,Miscellaneous or unclassified,13,36.441341421428426,0
Computer servers,3,3,1735,Technologies,Operating system software,739,84.95515097804923,0
Computer simulation software,4,2,959,Technologies,Analytical or scientific software,29,37.468884349179575,1
Computer skills,1,1,641,Occupational Skills,Administrative,36947,200.13396747208023,0
Computer terminals,1,1,70,Tools and Equipment,Information Technology and telecommunications,22736,270.96194979394,0
Computer touch screens,2,3,1404,Tools and Equipment,Miscellaneous or unclassified,9,322.061782306946,0
Computer-aided engineering CAE software,4,2,823,Technologies,Analytical or scientific software,3451,147.9086800108126,1
Computerized cash registers,1,1,227,Tools and Equipment,Miscellaneous or unclassified,357,111.99573502637463,0
Computerized electrocardiography EKG and hemodynamic monitoring systems,4,2,977,Tools and Equipment,Miscellaneous or unclassified,11,164.4779427744973,1
Computerized maintenance management system CMMS,1,1,55,Technologies,Facilities management software,12393,183.3573730965437,0
Computerized numerical control CNC machine software,4,2,860,Technologies,Industrial control software,125,249.79150266744023,1
Computerized numerical control CNC programming software,4,2,909,Technologies,Industrial control software,102,167.6598468942167,1
Computerized numerical control CNC software,4,2,832,Technologies,Industrial control software,1132,181.6703197436304,1
Computerized physician order entry CPOE software,3,3,1857,Technologies,Medical software,1,NA,0
Computerized scanners,1,1,290,Tools and Equipment,Miscellaneous or unclassified,18,312.153954878454,0
Computerized statistical packages,2,3,1461,Technologies,Analytical or scientific software,43,41.13125897585031,0
Computerized testing software,1,1,647,Technologies,Computer based training software,1,NA,0
